"item","imdb","distid","distributor"
"http://www.wikidata.org/entity/Q3358579","tt0012536","http://www.wikidata.org/entity/Q7196757","Pioneer Pictures"
"http://www.wikidata.org/entity/Q117842589","tt17219484","http://www.wikidata.org/entity/Q54958752","Disney+"
"http://www.wikidata.org/entity/Q55818700","tt0015227","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q117842589","tt17219484","http://www.wikidata.org/entity/Q1630304","Hulu"
"http://www.wikidata.org/entity/Q3039250","tt0090970","http://www.wikidata.org/entity/Q179200","Metro-Goldwyn-Mayer"
"http://www.wikidata.org/entity/Q97860919","tt12759084","http://www.wikidata.org/entity/Q65359104","Max"
"http://www.wikidata.org/entity/Q728539","tt0435705","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q3352153","tt0008382","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18915082","tt0010368","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q19363580","tt0019826","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7639837","tt0011743","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q3305139","tt0125397","http://www.wikidata.org/entity/Q540590","Mutual Film"
"http://www.wikidata.org/entity/Q728539","tt0435705","http://www.wikidata.org/entity/Q907311","Netflix"
"http://www.wikidata.org/entity/Q55762030","tt0018747","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q72398929","tt7573844","http://www.wikidata.org/entity/Q54958752","Disney+"
"http://www.wikidata.org/entity/Q16252282","tt0012359","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q62595464","tt0195826","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q120255852","tt5174992","http://www.wikidata.org/entity/Q5597985","Gravitas Ventures"
"http://www.wikidata.org/entity/Q114850108","tt22394694","http://www.wikidata.org/entity/Q17076072","Lionsgate Films"
"http://www.wikidata.org/entity/Q5331507","tt0013095","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q11710613","tt0027780","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18914935","tt0012097","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q106994644","tt14001894","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q3646857","tt0011036","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q56452577","tt0014752","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q107808351","tt9362930","http://www.wikidata.org/entity/Q126399","Warner Bros."
"http://www.wikidata.org/entity/Q99528828","tt0010032","http://www.wikidata.org/entity/Q179922","Goldwyn Pictures"
"http://www.wikidata.org/entity/Q3842257","tt0008241","http://www.wikidata.org/entity/Q434841","20th Century Studios"
"http://www.wikidata.org/entity/Q2957846","tt0007783","http://www.wikidata.org/entity/Q540590","Mutual Film"
"http://www.wikidata.org/entity/Q109941604","tt12610794","http://www.wikidata.org/entity/Q907311","Netflix"
"http://www.wikidata.org/entity/Q107808351","tt9362930","http://www.wikidata.org/entity/Q1097348","InterCom"
"http://www.wikidata.org/entity/Q17400169","tt0187752","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q48671481","tt0015397","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q51926773","tt0184356","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q120690371","tt21291992","http://www.wikidata.org/entity/Q4005797","Universal Studios Home Entertainment"
"http://www.wikidata.org/entity/Q7432260","tt0147363","http://www.wikidata.org/entity/Q5015198","Caballero Home Video"
"http://www.wikidata.org/entity/Q43302548","tt0014766","http://www.wikidata.org/entity/Q7247697","Producers Distributing Corporation"
"http://www.wikidata.org/entity/Q7719435","tt0004992","http://www.wikidata.org/entity/Q8035724","World Film Company"
"http://www.wikidata.org/entity/Q120378948","tt10572658","http://www.wikidata.org/entity/Q18395323","Vertical Entertainment"
"http://www.wikidata.org/entity/Q106994644","tt14001894","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q122974345","tt27619382","http://www.wikidata.org/entity/Q28137015","Shudder"
"http://www.wikidata.org/entity/Q122974345","tt27619382","http://www.wikidata.org/entity/Q30277272","RLJE Films"
"http://www.wikidata.org/entity/Q107808351","tt9362930","http://www.wikidata.org/entity/Q52992386","Warner Bros. France"
"http://www.wikidata.org/entity/Q73897634","tt10649016","http://www.wikidata.org/entity/Q54958752","Disney+"
"http://www.wikidata.org/entity/Q3358589","tt0008398","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7728836","tt0005170","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q19363743","tt0196827","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18151989","tt0095556","http://www.wikidata.org/entity/Q79202","New Line Cinema"
"http://www.wikidata.org/entity/Q48671562","tt0016313","http://www.wikidata.org/entity/Q126399","Warner Bros."
"http://www.wikidata.org/entity/Q7498147","tt0011687","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7711167","tt0009688","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q52122035","tt0171776","http://www.wikidata.org/entity/Q179922","Goldwyn Pictures"
"http://www.wikidata.org/entity/Q3519726","tt0013818","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q18511504","tt0012413","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q55081823","tt0017785","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q56550947","tt0014033","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q19867407","tt0011029","http://www.wikidata.org/entity/Q1418400","Vitagraph Studios"
"http://www.wikidata.org/entity/Q96375979","tt10926320","http://www.wikidata.org/entity/Q2910457","IFC Films"
"http://www.wikidata.org/entity/Q7711194","tt0012747","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q100323279","tt10954364","http://www.wikidata.org/entity/Q4740868","Amazon MGM Studios"
"http://www.wikidata.org/entity/Q104872276","tt0130635","http://www.wikidata.org/entity/Q104872180","Lee-Bradford Corporation"
"http://www.wikidata.org/entity/Q116929812","tt7846958","http://www.wikidata.org/entity/Q116929992","Amusement Picture Corporation"
"http://www.wikidata.org/entity/Q122231675","tt14509110","http://www.wikidata.org/entity/Q1630304","Hulu"
"http://www.wikidata.org/entity/Q122231675","tt14509110","http://www.wikidata.org/entity/Q54958752","Disney+"
"http://www.wikidata.org/entity/Q3987697","tt0012318","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q3989099","tt0005984","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7771429","tt0008717","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q47500746","tt0151587","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q105970894","tt12412888","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7763607","tt0020392","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q18151912","tt0006941","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q110413905","tt0012120","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q3958320","tt0089997","http://www.wikidata.org/entity/Q126399","Warner Bros."
"http://www.wikidata.org/entity/Q3811536","tt0184631","http://www.wikidata.org/entity/Q179922","Goldwyn Pictures"
"http://www.wikidata.org/entity/Q105970894","tt12412888","http://www.wikidata.org/entity/Q1329615","UIP-Dunafilm"
"http://www.wikidata.org/entity/Q3730104","tt0004636","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q3989388","tt0006075","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q30634331","tt0010873","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q48674649","tt0015110","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q108760382","tt14230458","http://www.wikidata.org/entity/Q191224","Walt Disney Pictures"
"http://www.wikidata.org/entity/Q7847203","tt0260440","http://www.wikidata.org/entity/Q640786","Troma Entertainment"
"http://www.wikidata.org/entity/Q5277784","tt0006594","http://www.wikidata.org/entity/Q650331","Metro Pictures"
"http://www.wikidata.org/entity/Q108760382","tt14230458","http://www.wikidata.org/entity/Q953040","Searchlight Pictures"
"http://www.wikidata.org/entity/Q7775473","tt0013778","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q116039494","tt0023182","http://www.wikidata.org/entity/Q2756484","Monogram Pictures"
"http://www.wikidata.org/entity/Q48674145","tt0013485","http://www.wikidata.org/entity/Q3237295","Lewis J. Selznick"
"http://www.wikidata.org/entity/Q16252029","tt0018039","http://www.wikidata.org/entity/Q7247697","Producers Distributing Corporation"
"http://www.wikidata.org/entity/Q7560089","tt0012712","http://www.wikidata.org/entity/Q7301186","Realart Pictures Inc."
"http://www.wikidata.org/entity/Q100801718","tt10731256","http://www.wikidata.org/entity/Q8016302","Warner Bros. Pictures"
"http://www.wikidata.org/entity/Q114414893","tt20101986","http://www.wikidata.org/entity/Q65359104","Max"
"http://www.wikidata.org/entity/Q3753712","tt0133781","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q3988116","tt0178719","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7770909","tt0010811","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7774546","tt0006279","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q19364001","tt0012860","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q7750098","tt0010425","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q20657241","tt0012425","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q54621564","tt0015481","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q110404715","tt0012772","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q117323743","tt14362112","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q60686191","tt0459406","http://www.wikidata.org/entity/Q1323594","Walt Disney Studios Motion Pictures"
"http://www.wikidata.org/entity/Q16028643","tt0011402","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q23035182","tt0011519","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q18151541","tt0011384","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q8028689","tt0009823","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q62595469","tt0012641","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q62595490","tt0178098","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q62595499","tt0011312","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q7738477","tt0184539","http://www.wikidata.org/entity/Q3739165","Famous Players-Lasky Corporation"
"http://www.wikidata.org/entity/Q107210110","tt14824600","http://www.wikidata.org/entity/Q8016302","Warner Bros. Pictures"
"http://www.wikidata.org/entity/Q107174193","tt5090568","http://www.wikidata.org/entity/Q1329615","UIP-Dunafilm"
"http://www.wikidata.org/entity/Q117323743","tt14362112","http://www.wikidata.org/entity/Q1329615","UIP-Dunafilm"
"http://www.wikidata.org/entity/Q116947749","tt13756106","http://www.wikidata.org/entity/Q2910457","IFC Films"
"http://www.wikidata.org/entity/Q47500738","tt0016529","http://www.wikidata.org/entity/Q126399","Warner Bros."
"http://www.wikidata.org/entity/Q7775438","tt0006300","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q25217892","tt0010745","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q55740814","tt0013714","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q18612029","tt0012822","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q104881782","tt0015462","http://www.wikidata.org/entity/Q104876133","Aywon Film Corporation"
"http://www.wikidata.org/entity/Q7756688","tt0015221","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q21528142","tt0018456","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q63565885","tt0012488","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q7748922","tt0163073","http://www.wikidata.org/entity/Q540590","Mutual Film"
"http://www.wikidata.org/entity/Q108123132","tt14814040","http://www.wikidata.org/entity/Q953040","Searchlight Pictures"
"http://www.wikidata.org/entity/Q89474225","tt10676048","http://www.wikidata.org/entity/Q1005887","Fórum Hungary"
"http://www.wikidata.org/entity/Q104845027","tt8097030","http://www.wikidata.org/entity/Q1005887","Fórum Hungary"
"http://www.wikidata.org/entity/Q104845027","tt8097030","http://www.wikidata.org/entity/Q1323594","Walt Disney Studios Motion Pictures"
"http://www.wikidata.org/entity/Q4019588","tt0011864","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q7744200","tt0013290","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q4004587","tt0009745","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q7763774","tt0015323","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q89474225","tt10676048","http://www.wikidata.org/entity/Q47695407","Walt Disney Studios Motion Pictures International"
"http://www.wikidata.org/entity/Q113679401","tt0017563","http://www.wikidata.org/entity/Q55631243","Rayart Pictures"
"http://www.wikidata.org/entity/Q3987442","tt0006751","http://www.wikidata.org/entity/Q24679","Triangle Film Corporation"
"http://www.wikidata.org/entity/Q3522925","tt0019436","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q17044506","tt0012407","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q116214062","tt15978956","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q3989129","tt0008538","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q3990051","tt0013771","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q19882016","tt0017582","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q27962773","tt0014479","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7771412","tt0159072","http://www.wikidata.org/entity/Q540590","Mutual Film"
"http://www.wikidata.org/entity/Q61664926","tt0012228","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q55636336","tt0009729","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q121298000","tt11702252","http://www.wikidata.org/entity/Q5597985","Gravitas Ventures"
"http://www.wikidata.org/entity/Q15918561","tt0010272","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q112114745","tt14849194","http://www.wikidata.org/entity/Q649649","Focus Features"
"http://www.wikidata.org/entity/Q7257203","tt0472156","http://www.wikidata.org/entity/Q812893","Beacon Pictures"
"http://www.wikidata.org/entity/Q17639955","tt0012654","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q55762052","tt0011889","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q56736603","tt0017388","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q58762353","tt0179521","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q60738438","tt0015118","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q60738516","tt0014587","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q63119118","tt0013647","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q929749","tt0008570","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q30634316","tt0010399","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q62595494","tt0012623","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q15679244","tt0015337","http://www.wikidata.org/entity/Q7247697","Producers Distributing Corporation"
"http://www.wikidata.org/entity/Q56736614","tt0017424","http://www.wikidata.org/entity/Q7247697","Producers Distributing Corporation"
"http://www.wikidata.org/entity/Q111700745","tt18394428","http://www.wikidata.org/entity/Q21189826","Tubi"
"http://www.wikidata.org/entity/Q106362955","tt9024096","http://www.wikidata.org/entity/Q65359104","Max"
"http://www.wikidata.org/entity/Q7752228","tt0005770","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q15252427","tt0006321","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q17028989","tt0015371","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18709104","tt0008021","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18915050","tt0012307","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q19059441","tt0013605","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q4019478","tt0009793","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q115932556","tt12584954","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7751285","tt0021143","http://www.wikidata.org/entity/Q200976","Associated British Picture Corporation"
"http://www.wikidata.org/entity/Q18152509","tt0159532","http://www.wikidata.org/entity/Q2059104","VCA Pictures"
"http://www.wikidata.org/entity/Q21869450","tt0011337","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q26720560","tt0010902","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q52781693","tt0015978","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q104856354","tt5932368","http://www.wikidata.org/entity/Q515869","Lionsgate"
"http://www.wikidata.org/entity/Q4019544","tt0013761","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q62018326","tt0127654","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q115932556","tt12584954","http://www.wikidata.org/entity/Q8016302","Warner Bros. Pictures"
"http://www.wikidata.org/entity/Q7760894","tt0007265","http://www.wikidata.org/entity/Q8035724","World Film Company"
"http://www.wikidata.org/entity/Q7742456","tt0011334","http://www.wikidata.org/entity/Q18484179","Select Pictures Corp."
"http://www.wikidata.org/entity/Q110903689","tt8851148","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q4660128","tt0025894","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7457324","tt0032713","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q20649838","tt0189984","http://www.wikidata.org/entity/Q188307","The Salvation Army"
"http://www.wikidata.org/entity/Q50413269","tt9853686","http://www.wikidata.org/entity/Q907311","Netflix"
"http://www.wikidata.org/entity/Q106371602","tt6349210","http://www.wikidata.org/entity/Q4785214","Arcana Studio"
"http://www.wikidata.org/entity/Q22315057","tt6449342","http://www.wikidata.org/entity/Q4831520","Ayngaran International"
"http://www.wikidata.org/entity/Q106371602","tt6349210","http://www.wikidata.org/entity/Q5597985","Gravitas Ventures"
"http://www.wikidata.org/entity/Q5277997","tt10127850","http://www.wikidata.org/entity/Q7638437","Sun Pictures"
"http://www.wikidata.org/entity/Q4926523","tt1444300","http://www.wikidata.org/entity/Q7809780","Titan View"
"http://www.wikidata.org/entity/Q107460063","tt15009428","http://www.wikidata.org/entity/Q62446736","Apple TV+"
"http://www.wikidata.org/entity/Q123116668","tt21335356","http://www.wikidata.org/entity/Q67765302","Peacock"
"http://www.wikidata.org/entity/Q7966850","tt0024748","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q118322393","tt15035506","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q118525504","tt25289836","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q111260098","tt16969742","http://www.wikidata.org/entity/Q47695407","Walt Disney Studios Motion Pictures International"
"http://www.wikidata.org/entity/Q116786106","tt11820950","http://www.wikidata.org/entity/Q1816526","Madman Entertainment"
"http://www.wikidata.org/entity/Q116786106","tt11820950","http://www.wikidata.org/entity/Q5383759","MGM+"
